"Carritos",,,"Panal",,,"1_cp",,,"2_ca",,,"3_pa",,,"hexagonal",,,"Panal",,,"lluvia",,
"Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento"
"seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm"
,,,"121.99","790.5483","20.3219",,,,,,,"121.99","163.3644","20.3219",,,,,,,,,
,,,"122","790.6437","20.32355",,,,,,,"122","162.1723","20.32354",,,,,,,,,
,,,"122.01","790.6437","20.3252",,,,,,,"122.01","164.6996","20.3252",,,,,,,,,
,,,"122.02","790.7391","20.32684",,,,,,,"122.02","161.3617","20.32689",,,,,,,,,
,,,"122.03","790.7867","20.32852",,,,,,,"122.03","161.171","20.32858",,,,,,,,,
,,,"122.04","790.8344","20.33022",,,,,,,"122.04","163.269","20.33025",,,,,,,,,
,,,"122.05","790.8821","20.33191",,,,,,,"122.05","162.6968","20.33192",,,,,,,,,
,,,"122.06","790.9298","20.33357",,,,,,,"122.06","162.4107","20.33356",,,,,,,,,
,,,"122.07","791.0251","20.33522",,,,,,,"122.07","164.4135","20.33521",,,,,,,,,
,,,"122.08","791.0251","20.33686",,,,,,,"122.08","163.7936","20.33689",,,,,,,,,
,,,"122.09","791.1205","20.33852",,,,,,,"122.09","161.6478","20.33857",,,,,,,,,
,,,"122.1","791.1205","20.34021",,,,,,,"122.1","162.5538","20.34025",,,,,,,,,
,,,"122.11","791.1205","20.3419",,,,,,,"122.11","162.2677","20.34192",,,,,,,,,
,,,"122.12","791.2159","20.34356",,,,,,,"122.12","163.3644","20.34355",,,,,,,,,
,,,"122.13","791.2159","20.34521",,,,,,,"122.13","164.2704","20.34521",,,,,,,,,
,,,"122.14","791.2635","20.34685",,,,,,,"122.14","164.4611","20.34689",,,,,,,,,
,,,"122.15","791.3589","20.34852",,,,,,,"122.15","163.3644","20.34858",,,,,,,,,
,,,"122.16","791.3589","20.35021",,,,,,,"122.16","163.269","20.35026",,,,,,,,,
,,,"122.17","791.4543","20.35191",,,,,,,"122.17","164.8426","20.35193",,,,,,,,,
,,,"122.18","791.4543","20.35357",,,,,,,"122.18","164.7949","20.35357",,,,,,,,,
,,,"122.19","791.502","20.35523",,,,,,,"122.19","165.844","20.35522",,,,,,,,,
,,,"122.2","791.5974","20.35686",,,,,,,"122.2","166.4639","20.35687",,,,,,,,,
,,,"122.21","791.5974","20.35852",,,,,,,"122.21","164.6996","20.35856",,,,,,,,,
,,,"122.22","791.6927","20.36019",,,,,,,"122.22","166.2254","20.36024",,,,,,,,,
,,,"122.23","791.6927","20.36188",,,,,,,"122.23","166.4639","20.36191",,,,,,,,,
,,,"122.24","791.6927","20.36355",,,,,,,"122.24","163.9843","20.36356",,,,,,,,,
,,,"122.25","791.7881","20.36522",,,,,,,"122.25","162.4107","20.36521",,,,,,,,,
,,,"122.26","791.7881","20.36687",,,,,,,"122.26","163.6982","20.36687",,,,,,,,,
,,,"122.27","791.8358","20.36851",,,,,,,"122.27","165.7009","20.36856",,,,,,,,,
,,,"122.28","791.9312","20.37019",,,,,,,"122.28","165.3671","20.37025",,,,,,,,,
,,,"122.29","791.9312","20.37189",,,,,,,"122.29","164.4135","20.37193",,,,,,,,,
,,,"122.3","792.0265","20.37357",,,,,,,"122.3","165.5579","20.37358",,,,,,,,,
,,,"122.31","792.0265","20.37524",,,,,,,"122.31","163.8412","20.37523",,,,,,,,,
,,,"122.32","792.1696","20.37687",,,,,,,"122.32","165.5102","20.37687",,,,,,,,,
,,,"122.33","792.1696","20.37852",,,,,,,"122.33","166.3208","20.37855",,,,,,,,,
,,,"122.34","792.2173","20.38019",,,,,,,"122.34","166.6069","20.38024",,,,,,,,,
,,,"122.35","792.265","20.38187",,,,,,,"122.35","165.9393","20.38192",,,,,,,,,
,,,"122.36","792.3126","20.38355",,,,,,,"122.36","165.7009","20.38358",,,,,,,,,
,,,"122.37","792.3603","20.38523",,,,,,,"122.37","164.938","20.38522",,,,,,,,,
,,,"122.38","792.408","20.38686",,,,,,,"122.38","166.6546","20.38688",,,,,,,,,
,,,"122.39","792.5034","20.38851",,,,,,,"122.39","167.1791","20.38854",,,,,,,,,
,,,"122.4","792.5034","20.39018",,,,,,,"122.4","166.6069","20.39024",,,,,,,,,
,,,"122.41","792.5988","20.39186",,,,,,,"122.41","167.3222","20.39193",,,,,,,,,
,,,"122.42","792.5988","20.39355",,,,,,,"122.42","164.3181","20.39359",,,,,,,,,
,,,"122.43","792.6464","20.39523",,,,,,,"122.43","164.5565","20.39524",,,,,,,,,
,,,"122.44","792.7418","20.39688",,,,,,,"122.44","165.0333","20.39688",,,,,,,,,
,,,"122.45","792.7418","20.39853",,,,,,,"122.45","165.0333","20.39854",,,,,,,,,
,,,"122.46","792.7418","20.40019",,,,,,,"122.46","164.7949","20.40023",,,,,,,,,
,,,"122.47","792.7418","20.40187",,,,,,,"122.47","162.7445","20.40192",,,,,,,,,
,,,"122.48","792.7418","20.40355",,,,,,,"122.48","164.7472","20.40358",,,,,,,,,
,,,"122.49","792.5988","20.40522",,,,,,,"122.49","166.8453","20.40524",,,,,,,,,
,,,"122.5","792.5988","20.40689",,,,,,,"122.5","165.7486","20.40689",,,,,,,,,
,,,"122.51","792.5988","20.40852",,,,,,,"122.51","164.5088","20.40854",,,,,,,,,
,,,"122.52","792.5034","20.41018",,,,,,,"122.52","166.6069","20.41023",,,,,,,,,
,,,"122.53","792.5034","20.41185",,,,,,,"122.53","166.2731","20.41193",,,,,,,,,
,,,"122.54","792.5034","20.41355",,,,,,,"122.54","166.4162","20.41359",,,,,,,,,
,,,"122.55","792.5034","20.41524",,,,,,,"122.55","165.6532","20.41526",,,,,,,,,
,,,"122.56","792.4557","20.41689",,,,,,,"122.56","167.3698","20.41689",,,,,,,,,
,,,"122.57","792.3603","20.41855",,,,,,,"122.57","166.893","20.41854",,,,,,,,,
,,,"122.58","792.3603","20.42019",,,,,,,"122.58","166.75","20.42022",,,,,,,,,
,,,"122.59","792.3603","20.42185",,,,,,,"122.59","164.7472","20.42191",,,,,,,,,
,,,"122.6","792.3603","20.42354",,,,,,,"122.6","164.175","20.42357",,,,,,,,,
,,,"122.61","792.3603","20.42522",,,,,,,"122.61","165.6532","20.42524",,,,,,,,,
,,,"122.62","792.3603","20.42689",,,,,,,"122.62","167.8467","20.42689",,,,,,,,,
,,,"122.63","792.3603","20.42853",,,,,,,"122.63","166.893","20.42854",,,,,,,,,
,,,"122.64","792.3603","20.43018",,,,,,,"122.64","166.2731","20.43021",,,,,,,,,
,,,"122.65","792.3126","20.43184",,,,,,,"122.65","168.9434","20.43191",,,,,,,,,
,,,"122.66","792.265","20.43353",,,,,,,"122.66","170.8031","20.43358",,,,,,,,,
,,,"122.67","792.265","20.43523",,,,,,,"122.67","168.3235","20.43525",,,,,,,,,
,,,"122.68","792.265","20.43691",,,,,,,"122.68","166.5592","20.4369",,,,,,,,,
,,,"122.69","792.265","20.43855",,,,,,,"122.69","167.4652","20.43854",,,,,,,,,
,,,"122.7","792.1696","20.4402",,,,,,,"122.7","168.6573","20.44021",,,,,,,,,
,,,"122.71","792.1696","20.44185",,,,,,,"122.71","167.3698","20.4419",,,,,,,,,
,,,"122.72","792.1696","20.44352",,,,,,,"122.72","165.844","20.44358",,,,,,,,,
,,,"122.73","792.1696","20.44522",,,,,,,"122.73","165.4625","20.44525",,,,,,,,,
,,,"122.74","792.0742","20.44689",,,,,,,"122.74","168.1805","20.4469",,,,,,,,,
,,,"122.75","792.0265","20.44855",,,,,,,"122.75","169.0388","20.44854",,,,,,,,,
,,,"122.76","792.0265","20.45019",,,,,,,"122.76","170.6123","20.4502",,,,,,,,,
,,,"122.77","792.0265","20.45184",,,,,,,"122.77","170.0878","20.45189",,,,,,,,,
,,,"122.78","792.0265","20.45352",,,,,,,"122.78","167.8467","20.45358",,,,,,,,,
,,,"122.79","792.0265","20.45522",,,,,,,"122.79","166.4162","20.45526",,,,,,,,,
,,,"122.8","791.9312","20.45691",,,,,,,"122.8","167.942","20.45692",,,,,,,,,
,,,"122.81","791.9312","20.45857",,,,,,,"122.81","167.2745","20.45856",,,,,,,,,
,,,"122.82","791.9312","20.46021",,,,,,,"122.82","166.75","20.46021",,,,,,,,,
,,,"122.83","791.9312","20.46185",,,,,,,"122.83","167.0361","20.46189",,,,,,,,,
,,,"122.84","791.8358","20.46352",,,,,,,"122.84","168.705","20.46357",,,,,,,,,
,,,"122.85","791.7881","20.46521",,,,,,,"122.85","167.9897","20.46525",,,,,,,,,
,,,"122.86","791.7881","20.4669",,,,,,,"122.86","168.7527","20.46692",,,,,,,,,
,,,"122.87","791.7881","20.46855",,,,,,,"122.87","169.611","20.46856",,,,,,,,,
,,,"122.88","791.7881","20.47021",,,,,,,"122.88","166.5592","20.47021",,,,,,,,,
,,,"122.89","791.7881","20.47185",,,,,,,"122.89","168.3712","20.47189",,,,,,,,,
,,,"122.9","791.7881","20.47352",,,,,,,"122.9","170.8031","20.47358",,,,,,,,,
,,,"122.91","791.7881","20.47521",,,,,,,"122.91","171.7091","20.47527",,,,,,,,,
,,,"122.92","791.6927","20.4769",,,,,,,"122.92","167.9897","20.47694",,,,,,,,,
,,,"122.93","791.6927","20.47857",,,,,,,"122.93","167.0361","20.47858",,,,,,,,,
,,,"122.94","791.6927","20.48023",,,,,,,"122.94","167.4175","20.48022",,,,,,,,,
,,,"122.95","791.6927","20.48186",,,,,,,"122.95","169.1341","20.48189",,,,,,,,,
,,,"122.96","791.6927","20.48352",,,,,,,"122.96","169.9448","20.48356",,,,,,,,,
,,,"122.97","791.5974","20.48519",,,,,,,"122.97","168.0851","20.48524",,,,,,,,,
,,,"122.98","791.5974","20.48688",,,,,,,"122.98","168.3235","20.48692",,,,,,,,,
,,,"122.99","791.5974","20.48855",,,,,,,"122.99","170.1832","20.48856",,,,,,,,,
,,,"123","791.5974","20.49022",,,,,,,"123","169.4679","20.49021",,,,,,,,,
,,,"123.01","791.5974","20.49187",,,,,,,"123.01","167.0361","20.49187",,,,,,,,,
,,,"123.02","791.5974","20.49351",,,,,,,"123.02","169.3726","20.49356",,,,,,,,,
,,,"123.03","791.5974","20.49519",,,,,,,"123.03","168.5143","20.49525",,,,,,,,,
,,,"123.04","791.5974","20.49689",,,,,,,"123.04","170.6123","20.49693",,,,,,,,,
,,,"123.05","791.4543","20.49856",,,,,,,"123.05","170.1832","20.49858",,,,,,,,,
,,,"123.06","791.4543","20.50024",,,,,,,"123.06","168.8957","20.50023",,,,,,,,,
,,,"123.07","791.4543","20.50187",,,,,,,"123.07","170.1832","20.50187",,,,,,,,,
,,,"123.08","791.4543","20.50352",,,,,,,"123.08","170.0401","20.50355",,,,,,,,,
,,,"123.09","791.4543","20.50519",,,,,,,"123.09","169.3726","20.50524",,,,,,,,,
,,,"123.1","791.4543","20.50687",,,,,,,"123.1","170.5647","20.50692",,,,,,,,,
,,,"123.11","791.4543","20.50855",,,,,,,"123.11","171.566","20.50857",,,,,,,,,
,,,"123.12","791.4543","20.51022",,,,,,,"123.12","169.5633","20.51022",,,,,,,,,
,,,"123.13","791.4543","20.51186",,,,,,,"123.13","170.4693","20.51188",,,,,,,,,
,,,"123.14","791.4066","20.51351",,,,,,,"123.14","170.8508","20.51354",,,,,,,,,
,,,"123.15","791.3589","20.51518",,,,,,,"123.15","168.705","20.51524",,,,,,,,,
,,,"123.16","791.3589","20.51686",,,,,,,"123.16","170.2309","20.51693",,,,,,,,,
,,,"123.17","791.3589","20.51856",,,,,,,"123.17","170.8984","20.51859",,,,,,,,,
,,,"123.18","791.3589","20.52024",,,,,,,"123.18","170.3262","20.52024",,,,,,,,,
,,,"123.19","791.2159","20.52188",,,,,,,"123.19","171.8521","20.52188",,,,,,,,,
,,,"123.2","791.2159","20.52353",,,,,,,"123.2","173.0919","20.52354",,,,,,,,,
,,,"123.21","791.2159","20.52519",,,,,,,"123.21","172.472","20.52523",,,,,,,,,
,,,"123.22","791.2159","20.52687",,,,,,,"123.22","172.7104","20.52692",,,,,,,,,
,,,"123.23","791.2159","20.52855",,,,,,,"123.23","172.8058","20.52858",,,,,,,,,
,,,"123.24","791.2159","20.53023",,,,,,,"123.24","171.2799","20.53023",,,,,,,,,
,,,"123.25","791.2159","20.53189",,,,,,,"123.25","168.2758","20.53188",,,,,,,,,
,,,"123.26","791.1205","20.53353",,,,,,,"123.26","168.2758","20.53354",,,,,,,,,
,,,"123.27","791.1205","20.53519",,,,,,,"123.27","171.423","20.53523",,,,,,,,,
,,,"123.28","791.1205","20.53685",,,,,,,"123.28","171.3753","20.53692",,,,,,,,,
,,,"123.29","791.1205","20.53855",,,,,,,"123.29","171.0415","20.53859",,,,,,,,,
,,,"123.3","791.1205","20.54024",,,,,,,"123.3","165.7486","20.54026",,,,,,,,,
,,,"123.31","791.1205","20.54191",,,,,,,"123.31","165.7486","20.54189",,,,,,,,,
,,,"123.32","791.1205","20.54354",,,,,,,"123.32","165.844","20.54354",,,,,,,,,
,,,"123.33","791.1205","20.54519",,,,,,,"123.33","165.987","20.54522",,,,,,,,,
,,,"123.34","791.0729","20.54684",,,,,,,"123.34","166.0347","20.5469",,,,,,,,,
,,,"123.35","791.0251","20.54854",,,,,,,"123.35","166.1301","20.54858",,,,,,,,,
,,,"123.36","791.0251","20.55022",,,,,,,"123.36","166.2254","20.55024",,,,,,,,,
,,,"123.37","791.0251","20.55189",,,,,,,"123.37","166.2731","20.55189",,,,,,,,,
,,,"123.38","791.0251","20.55354",,,,,,,"123.38","166.3208","20.55353",,,,,,,,,
,,,"123.39","791.0251","20.55518",,,,,,,"123.39","166.4162","20.55521",,,,,,,,,
,,,"123.4","791.0251","20.55684",,,,,,,"123.4","166.5592","20.55691",,,,,,,,,
,,,"123.41","791.0251","20.55853",,,,,,,"123.41","166.6069","20.55858",,,,,,,,,
,,,"123.42","790.9775","20.56023",,,,,,,"123.42","166.6546","20.56025",,,,,,,,,
,,,"123.43","790.8821","20.5619",,,,,,,"123.43","166.7976","20.56191",,,,,,,,,
,,,"123.44","790.8821","20.56355",,,,,,,"123.44","166.8453","20.56355",,,,,,,,,
,,,"123.45","790.8821","20.5652",,,,,,,"123.45","166.893","20.56521",,,,,,,,,
,,,"123.46","790.8821","20.56685",,,,,,,"123.46","166.9884","20.5669",,,,,,,,,
,,,"123.47","790.7867","20.56853",,,,,,,"123.47","167.1314","20.56858",,,,,,,,,
,,,"123.48","790.7867","20.57022",,,,,,,"123.48","167.1314","20.57025",,,,,,,,,
,,,"123.49","790.7867","20.57189",,,,,,,"123.49","167.2268","20.57191",,,,,,,,,
,,,"123.5","790.7867","20.57355",,,,,,,"123.5","167.3222","20.57354",,,,,,,,,
,,,"123.51","790.7867","20.57519",,,,,,,"123.51","167.3698","20.57521",,,,,,,,,
,,,"123.52","790.7867","20.57684",,,,,,,"123.52","167.4652","20.57689",,,,,,,,,
,,,"123.53","790.7867","20.57851",,,,,,,"123.53","167.5129","20.57858",,,,,,,,,
,,,"123.54","790.7391","20.58021",,,,,,,"123.54","167.5606","20.58026",,,,,,,,,
,,,"123.55","790.6437","20.5819",,,,,,,"123.55","167.7036","20.58192",,,,,,,,,
,,,"123.56","790.6437","20.58356",,,,,,,"123.56","167.7513","20.58356",,,,,,,,,
,,,"123.57","790.6437","20.58521",,,,,,,"123.57","167.799","20.58521",,,,,,,,,
,,,"123.58","790.6437","20.58685",,,,,,,"123.58","167.942","20.58689",,,,,,,,,
,,,"123.59","790.6437","20.58852",,,,,,,"123.59","167.942","20.58857",,,,,,,,,
,,,"123.6","790.6437","20.59021",,,,,,,"123.6","168.0374","20.59025",,,,,,,,,
,,,"123.61","790.6437","20.5919",,,,,,,"123.61","168.0851","20.59191",,,,,,,,,
,,,"123.62","790.6437","20.59356",,,,,,,"123.62","168.1805","20.59355",,,,,,,,,
,,,"123.63","790.6437","20.59521",,,,,,,"123.63","168.2758","20.59521",,,,,,,,,
,,,"123.64","790.6437","20.59685",,,,,,,"123.64","168.2758","20.59689",,,,,,,,,
,,,"123.65","790.5483","20.59852",,,,,,,"123.65","168.3712","20.59858",,,,,,,,,
,,,"123.66","790.5483","20.60021",,,,,,,"123.66","168.4189","20.60026",,,,,,,,,
,,,"123.67","790.5483","20.60191",,,,,,,"123.67","168.5143","20.60193",,,,,,,,,
,,,"123.68","790.4053","20.60357",,,,,,,"123.68","168.6096","20.60357",,,,,,,,,
,,,"123.69","790.4053","20.60523",,,,,,,"123.69","168.6573","20.60522",,,,,,,,,
,,,"123.7","790.3099","20.60686",,,,,,,"123.7","168.7527","20.60687",,,,,,,,,
,,,"123.71","790.3099","20.60851",,,,,,,"123.71","168.8004","20.60856",,,,,,,,,
,,,"123.72","790.3099","20.61019",,,,,,,"123.72","168.848","20.61024",,,,,,,,,
,,,"123.73","790.2145","20.61188",,,,,,,"123.73","168.9434","20.61191",,,,,,,,,
,,,"123.74","790.2145","20.61355",,,,,,,"123.74","168.9434","20.61356",,,,,,,,,
,,,"123.75","790.2145","20.61521",,,,,,,"123.75","169.0865","20.61521",,,,,,,,,
,,,"123.76","790.0715","20.61685",,,,,,,"123.76","169.1341","20.61687",,,,,,,,,
,,,"123.77","790.0715","20.61851",,,,,,,"123.77","169.1818","20.61855",,,,,,,,,
,,,"123.78","790.0238","20.62019",,,,,,,"123.78","169.2772","20.62025",,,,,,,,,
,,,"123.79","789.9761","20.62189",,,,,,,"123.79","169.3249","20.62193",,,,,,,,,
,,,"123.8","789.9761","20.62356",,,,,,,"123.8","169.4202","20.62358",,,,,,,,,
,,,"123.81","789.8807","20.62522",,,,,,,"123.81","169.4202","20.62522",,,,,,,,,
,,,"123.82","789.8331","20.62687",,,,,,,"123.82","169.5156","20.62687",,,,,,,,,
,,,"123.83","789.7854","20.62852",,,,,,,"123.83","169.5633","20.62854",,,,,,,,,
,,,"123.84","789.7377","20.63019",,,,,,,"123.84","169.6587","20.63024",,,,,,,,,
,,,"123.85","789.7377","20.63187",,,,,,,"123.85","169.7063","20.63191",,,,,,,,,
,,,"123.86","789.6423","20.63355",,,,,,,"123.86","169.754","20.63357",,,,,,,,,
,,,"123.87","789.6423","20.63522",,,,,,,"123.87","169.8971","20.63522",,,,,,,,,
,,,"123.88","789.6423","20.63686",,,,,,,"123.88","169.8971","20.63686",,,,,,,,,
,,,"123.89","789.6423","20.63851",,,,,,,"123.89","169.9924","20.63854",,,,,,,,,
,,,"123.9","789.4993","20.64018",,,,,,,"123.9","169.9924","20.64024",,,,,,,,,
,,,"123.91","789.4993","20.64186",,,,,,,"123.91","170.0878","20.64193",,,,,,,,,
,,,"123.92","789.4993","20.64356",,,,,,,"123.92","170.1355","20.64359",,,,,,,,,
,,,"123.93","789.4039","20.64524",,,,,,,"123.93","170.2309","20.64524",,,,,,,,,
,,,"123.94","789.4039","20.6469",,,,,,,"123.94","170.3262","20.64688",,,,,,,,,
,,,"123.95","789.3562","20.64853",,,,,,,"123.95","170.3262","20.64854",,,,,,,,,
,,,"123.96","789.2609","20.65019",,,,,,,"123.96","170.4693","20.65023",,,,,,,,,
,,,"123.97","789.2609","20.65187",,,,,,,"123.97","170.4693","20.65191",,,,,,,,,
,,,"123.98","789.2609","20.65355",,,,,,,"123.98","170.5647","20.65358",,,,,,,,,
,,,"123.99","789.1655","20.65523",,,,,,,"123.99","170.5647","20.65523",,,,,,,,,
,,,"124","789.1655","20.65689",,,,,,,"124","170.7077","20.65688",,,,,,,,,
,,,"124.01","789.1655","20.65853",,,,,,,"124.01","170.7077","20.65854",,,,,,,,,
,,,"124.02","789.0701","20.66019",,,,,,,"124.02","170.8031","20.66023",,,,,,,,,
,,,"124.03","789.0701","20.66187",,,,,,,"124.03","170.8031","20.66193",,,,,,,,,
,,,"124.04","788.9271","20.66356",,,,,,,"124.04","170.8984","20.66359",,,,,,,,,
,,,"124.05","788.8794","20.66524",,,,,,,"124.05","170.8984","20.66525",,,,,,,,,
,,,"124.06","788.8317","20.66691",,,,,,,"124.06","170.9938","20.66689",,,,,,,,,
,,,"124.07","788.6887","20.66854",,,,,,,"124.07","171.0415","20.66854",,,,,,,,,
,,,"124.08","788.6887","20.67019",,,,,,,"124.08","171.0892","20.67022",,,,,,,,,
,,,"124.09","788.5933","20.67185",,,,,,,"124.09","171.1369","20.67191",,,,,,,,,
,,,"124.1","788.5933","20.67353",,,,,,,"124.1","171.2322","20.67357",,,,,,,,,
,,,"124.11","788.5933","20.67522",,,,,,,"124.11","171.2799","20.67524",,,,,,,,,
,,,"124.12","788.5933","20.67687",,,,,,,"124.12","171.3753","20.67689",,,,,,,,,
,,,"124.13","788.5933","20.67853",,,,,,,"124.13","171.423","20.67853",,,,,,,,,
,,,"124.14","788.5933","20.68019",,,,,,,"124.14","171.4706","20.68021",,,,,,,,,
,,,"124.15","788.5933","20.68184",,,,,,,"124.15","171.566","20.68191",,,,,,,,,
,,,"124.16","788.5933","20.68353",,,,,,,"124.16","171.6137","20.68358",,,,,,,,,
,,,"124.17","788.5933","20.68523",,,,,,,"124.17","171.7091","20.68525",,,,,,,,,
,,,"124.18","788.5933","20.6869",,,,,,,"124.18","171.7567","20.68691",,,,,,,,,
,,,"124.19","788.5933","20.68855",,,,,,,"124.19","171.8521","20.68854",,,,,,,,,
,,,"124.2","788.5933","20.6902",,,,,,,"124.2","171.8998","20.69021",,,,,,,,,
,,,"124.21","788.5933","20.69184",,,,,,,"124.21","171.9475","20.6919",,,,,,,,,
,,,"124.22","788.5933","20.69353",,,,,,,"124.22","172.0428","20.69357",,,,,,,,,
,,,"124.23","788.4979","20.69522",,,,,,,"124.23","172.0905","20.69524",,,,,,,,,
,,,"124.24","788.4979","20.69689",,,,,,,"124.24","172.1859","20.6969",,,,,,,,,
,,,"124.25","788.4979","20.69854",,,,,,,"124.25","172.2336","20.69854",,,,,,,,,
,,,"124.26","788.4979","20.70019",,,,,,,"124.26","172.3289","20.7002",,,,,,,,,
,,,"124.27","788.4979","20.70184",,,,,,,"124.27","172.4243","20.70189",,,,,,,,,
,,,"124.28","788.4979","20.70352",,,,,,,"124.28","172.472","20.70358",,,,,,,,,
,,,"124.29","788.4979","20.70522",,,,,,,"124.29","172.5197","20.70526",,,,,,,,,
,,,"124.3","788.4979","20.70691",,,,,,,"124.3","172.6151","20.70692",,,,,,,,,
,,,"124.31","788.4979","20.70856",,,,,,,"124.31","172.6151","20.70855",,,,,,,,,
,,,"124.32","788.4979","20.71021",,,,,,,"124.32","172.7581","20.71021",,,,,,,,,
,,,"124.33","788.4979","20.71185",,,,,,,"124.33","172.7581","20.71187",,,,,,,,,
,,,"124.34","788.4979","20.71352",,,,,,,"124.34","172.8535","20.71357",,,,,,,,,
,,,"124.35","788.4979","20.71521",,,,,,,"124.35","172.9012","20.71525",,,,,,,,,
,,,"124.36","788.4979","20.71688",,,,,,,"124.36","172.9965","20.71691",,,,,,,,,
,,,"124.37","788.4979","20.71855",,,,,,,"124.37","173.0442","20.71855",,,,,,,,,
,,,"124.38","788.4979","20.72021",,,,,,,"124.38","173.0919","20.72021",,,,,,,,,
,,,"124.39","788.4979","20.72185",,,,,,,"124.39","173.1396","20.72189",,,,,,,,,
,,,"124.4","788.4979","20.72352",,,,,,,"124.4","173.2349","20.72358",,,,,,,,,
,,,"124.41","788.4979","20.72521",,,,,,,"124.41","173.2826","20.72526",,,,,,,,,
,,,"124.42","788.4979","20.7269",,,,,,,"124.42","173.3303","20.72693",,,,,,,,,
,,,"124.43","788.4979","20.72857",,,,,,,"124.43","173.3303","20.72857",,,,,,,,,
,,,"124.44","788.4979","20.73022",,,,,,,"124.44","173.4257","20.73022",,,,,,,,,
,,,"124.45","788.4979","20.73185",,,,,,,"124.45","173.4734","20.73187",,,,,,,,,
,,,"124.46","788.4979","20.73351",,,,,,,"124.46","173.5687","20.73356",,,,,,,,,
,,,"124.47","788.4979","20.73519",,,,,,,"124.47","173.6164","20.73524",,,,,,,,,
,,,"124.48","788.4979","20.73688",,,,,,,"124.48","173.6641","20.73691",,,,,,,,,
,,,"124.49","788.4979","20.73854",,,,,,,"124.49","173.7595","20.73856",,,,,,,,,
,,,"124.5","788.4979","20.74021",,,,,,,"124.5","173.8071","20.74021",,,,,,,,,
,,,"124.51","788.4979","20.74185",,,,,,,"124.51","173.9025","20.74187",,,,,,,,,
,,,"124.52","788.4979","20.74351",,,,,,,"124.52","173.9025","20.74355",,,,,,,,,
,,,"124.53","788.4979","20.74518",,,,,,,"124.53","173.9979","20.74525",,,,,,,,,
,,,"124.54","788.4979","20.74687",,,,,,,"124.54","173.9979","20.74693",,,,,,,,,
,,,"124.55","788.4979","20.74856",,,,,,,"124.55","173.9979","20.74858",,,,,,,,,
,,,"124.56","788.4979","20.75022",,,,,,,"124.56","160.6464","20.75022",,,,,,,,,
,,,"124.57","788.4979","20.75187",,,,,,,"124.57","150.9666","20.75187",,,,,,,,,
,,,"124.58","788.4979","20.75352",,,,,,,"124.58","150.1083","20.75354",,,,,,,,,
,,,"124.59","788.4979","20.75518",,,,,,,"124.59","150.1083","20.75524",,,,,,,,,
,,,"124.6","788.4979","20.75687",,,,,,,"124.6","151.6342","20.75692",,,,,,,,,
,,,"124.61","788.4979","20.75855",,,,,,,"124.61","153.017","20.75857",,,,,,,,,
,,,"124.62","788.4979","20.76022",,,,,,,"124.62","153.5416","20.76022",,,,,,,,,
,,,"124.63","788.4979","20.76186",,,,,,,"124.63","152.9694","20.76186",,,,,,,,,
,,,"124.64","788.4979","20.76351",,,,,,,"124.64","151.825","20.76354",,,,,,,,,
,,,"124.65","788.4979","20.76518",,,,,,,"124.65","152.7309","20.76524",,,,,,,,,
,,,"124.66","788.4979","20.76686",,,,,,,"124.66","154.0661","20.76692",,,,,,,,,
,,,"124.67","788.4979","20.76856",,,,,,,"124.67","155.8781","20.76859",,,,,,,,,
,,,"124.68","788.4979","20.77024",,,,,,,"124.68","153.6369","20.77024",,,,,,,,,
,,,"124.69","788.4979","20.7719",,,,,,,"124.69","152.3018","20.77188",,,,,,,,,
,,,"124.7","788.4979","20.77353",,,,,,,"124.7","153.2078","20.77354",,,,,,,,,
,,,"124.71","788.4979","20.77519",,,,,,,"124.71","152.5402","20.77523",,,,,,,,,
,,,"124.72","788.4979","20.77687",,,,,,,"124.72","155.592","20.77691",,,,,,,,,
,,,"124.73","788.4979","20.77855",,,,,,,"124.73","156.3072","20.77858",,,,,,,,,
,,,"124.74","788.4979","20.78022",,,,,,,"124.74","151.7773","20.78023",,,,,,,,,
,,,"124.75","788.4979","20.78189",,,,,,,"124.75","152.6833","20.78188",,,,,,,,,
,,,"124.76","788.5933","20.78352",,,,,,,"124.76","156.641","20.78354",,,,,,,,,
,,,"124.77","788.5933","20.78518",,,,,,,"124.77","156.7364","20.78523",,,,,,,,,
,,,"124.78","788.5933","20.78685",,,,,,,"124.78","156.9748","20.78692",,,,,,,,,
,,,"124.79","788.5933","20.78855",,,,,,,"124.79","153.3985","20.78859",,,,,,,,,
,,,"124.8","788.5933","20.79024",,,,,,,"124.8","154.0661","20.79026",,,,,,,,,
,,,"124.81","788.5933","20.79189",,,,,,,"124.81","155.2582","20.79189",,,,,,,,,
,,,"124.82","788.5933","20.79354",,,,,,,"124.82","157.0225","20.79354",,,,,,,,,
,,,"124.83","788.5933","20.79519",,,,,,,"124.83","157.0702","20.79521",,,,,,,,,
,,,"124.84","788.5933","20.79684",,,,,,,"124.84","157.2132","20.7969",,,,,,,,,
