"Carritos",,,"Panal",,,"1_cp",,,"2_ca",,,"3_pa",,,"hexagonal",,,"Panal",,,"lluvia",,
"Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento"
"seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm"
,,,"79.99","587.0819","13.32196","79.99","162.9353","13.32194","79.99","557.9471","13.32195","79.99","236.0344","13.32196",,,,,,,,,
,,,"80","586.9866","13.32361","80","163.269","13.32364","80","559.0439","13.32359","80","236.0344","13.32359",,,,,,,,,
,,,"80.01","588.0833","13.32526","80.01","161.314","13.32531","80.01","561.142","13.32527","80.01","236.0344","13.32526",,,,,,,,,
,,,"80.02","586.2236","13.32691","80.02","159.5974","13.32697","80.02","558.4717","13.32696","80.02","236.0344","13.32695",,,,,,,,,
,,,"80.03","587.6541","13.32858","80.03","160.4557","13.32861","80.03","556.2782","13.32864","80.03","236.0344","13.32864",,,,,,,,,
,,,"80.04","588.2263","13.33028","80.04","161.5524","13.33026","80.04","557.6134","13.33029","80.04","236.0344","13.33031",,,,,,,,,
,,,"80.05","587.1296","13.33197","80.05","163.2214","13.33194","80.05","558.9485","13.33194","80.05","236.0344","13.33198",,,,,,,,,
,,,"80.06","588.1786","13.33364","80.06","161.2663","13.33362","80.06","558.0902","13.33358","80.06","236.0344","13.33361",,,,,,,,,
,,,"80.07","588.5125","13.33527","80.07","160.0742","13.3353","80.07","558.6147","13.33526","80.07","235.9867","13.33527",,,,,,,,,
,,,"80.08","588.6078","13.33693","80.08","158.7391","13.33696","80.08","558.8055","13.33696","80.08","235.939","13.33695",,,,,,,,,
,,,"80.09","587.225","13.33858","80.09","160.0266","13.3386","80.09","558.6147","13.33864","80.09","235.939","13.33864",,,,,,,,,
,,,"80.1","587.1772","13.34027","80.1","162.1723","13.34026","80.1","558.2333","13.3403","80.1","235.939","13.34031",,,,,,,,,
,,,"80.11","586.8912","13.34196","80.11","162.8399","13.34194","80.11","557.4703","13.34196","80.11","235.939","13.34197",,,,,,,,,
,,,"80.12","588.6078","13.34363","80.12","160.8372","13.34363","80.12","557.7564","13.3436","80.12","235.939","13.34361",,,,,,,,,
,,,"80.13","587.8925","13.34527","80.13","158.9775","13.34531","80.13","557.1842","13.34526","80.13","235.939","13.34527",,,,,,,,,
,,,"80.14","586.7958","13.34693","80.14","158.0715","13.34698","80.14","555.3723","13.34695","80.14","235.939","13.34694",,,,,,,,,
,,,"80.15","587.1296","13.34858","80.15","160.1696","13.34863","80.15","556.8027","13.34864","80.15","235.8437","13.34864",,,,,,,,,
,,,"80.16","587.7972","13.35027","80.16","161.314","13.35026","80.16","557.6134","13.35029","80.16","235.796","13.35032",,,,,,,,,
,,,"80.17","587.9879","13.35197","80.17","158.9298","13.35193","80.17","555.6107","13.35195","80.17","235.796","13.35199",,,,,,,,,
,,,"80.18","588.5125","13.35363","80.18","160.5988","13.3536","80.18","556.469","13.35359","80.18","235.796","13.35363",,,,,,,,,
,,,"80.19","588.9416","13.35529","80.19","161.7908","13.35529","80.19","558.0425","13.35525","80.19","235.796","13.35527",,,,,,,,,
,,,"80.2","588.6555","13.35693","80.2","159.7404","13.35696","80.2","557.7564","13.35694","80.2","235.796","13.35694",,,,,,,,,
,,,"80.21","588.9893","13.35858","80.21","161.5047","13.35861","80.21","558.1855","13.35863","80.21","235.7006","13.35861",,,,,,,,,
,,,"80.22","585.9852","13.36025","80.22","160.0266","13.36026","80.22","558.9962","13.3603","80.22","235.7006","13.3603",,,,,,,,,
,,,"80.23","584.3163","13.36194","80.23","159.2159","13.36192","80.23","558.4717","13.36197","80.23","235.7006","13.36197",,,,,,,,,
,,,"80.24","586.2713","13.36361","80.24","160.5511","13.3636","80.24","556.8981","13.36361","80.24","235.7006","13.36361",,,,,,,,,
,,,"80.25","587.511","13.36527","80.25","162.8876","13.3653","80.25","558.9962","13.36526","80.25","235.7006","13.36526",,,,,,,,,
,,,"80.26","585.5084","13.36692","80.26","162.4584","13.36698","80.26","557.5657","13.36694","80.26","235.7006","13.36693",,,,,,,,,
,,,"80.27","586.2713","13.36857","80.27","160.3603","13.36864","80.27","556.7074","13.36862","80.27","235.7006","13.36861",,,,,,,,,
,,,"80.28","587.8448","13.37025","80.28","159.4543","13.37027","80.28","556.7551","13.3703","80.28","235.7006","13.37031",,,,,,,,,
,,,"80.29","588.7985","13.37195","80.29","158.6437","13.37193","80.29","555.1815","13.37196","80.29","235.5576","13.37199",,,,,,,,,
,,,"80.3","588.3694","13.37362","80.3","158.5007","13.3736","80.3","555.8014","13.3736","80.3","235.5576","13.37364",,,,,,,,,
,,,"80.31","589.6091","13.37529","80.31","158.0238","13.37529","80.31","555.4199","13.37526","80.31","235.5576","13.37528",,,,,,,,,
,,,"80.32","588.6078","13.37694","80.32","158.6437","13.37697","80.32","556.3736","13.37694","80.32","235.5576","13.37694",,,,,,,,,
,,,"80.33","587.6064","13.37858","80.33","159.8358","13.37862","80.33","557.1842","13.37864","80.33","235.5576","13.37861",,,,,,,,,
,,,"80.34","588.3217","13.38025","80.34","160.3603","13.38027","80.34","557.5657","13.38031","80.34","222.7783","13.3803",,,,,,,,,
,,,"80.35","589.3707","13.38194","80.35","159.3113","13.38193","80.35","559.0916","13.38198","80.35","116.7297","13.38198",,,,,,,,,
,,,"80.36","589.7522","13.38361","80.36","157.8808","13.38359","80.36","559.0916","13.38363","80.36","113.7733","13.38364",,,,,,,,,
,,,"80.37","588.6555","13.38528","80.37","158.5484","13.38528","80.37","557.9471","13.38527","80.37","113.7257","13.38528",,,,,,,,,
,,,"80.38","589.7045","13.38694","80.38","161.0279","13.38698","80.38","559.0439","13.38693","80.38","114.9654","13.38694",,,,,,,,,
,,,"80.39","589.9906","13.38857","80.39","160.2173","13.38865","80.39","559.0439","13.38861","80.39","117.3496","13.3886",,,,,,,,,
,,,"80.4","588.4171","13.39024","80.4","160.3127","13.39028","80.4","559.3777","13.39029","80.4","117.445","13.3903",,,,,,,,,
,,,"80.41","588.6555","13.39193","80.41","162.077","13.39193","80.41","557.4226","13.39196","80.41","118.0172","13.39199",,,,,,,,,
,,,"80.42","586.2236","13.39363","80.42","161.6478","13.39359","80.42","557.0411","13.39361","80.42","119.4","13.39366",,,,,,,,,
,,,"80.43","588.0356","13.3953","80.43","161.6001","13.39528","80.43","555.2292","13.39526","80.43","119.3523","13.3953",,,,,,,,,
,,,"80.44","590.3244","13.39695","80.44","162.8399","13.39696","80.44","556.5167","13.39692","80.44","120.2106","13.39694",,,,,,,,,
,,,"80.45","590.8489","13.39859","80.45","160.5988","13.39863","80.45","556.5643","13.39861","80.45","120.6875","13.3986",,,,,,,,,
,,,"80.46","590.1337","13.40025","80.46","159.6928","13.40028","80.46","555.3246","13.4003","80.46","119.5431","13.40029",,,,,,,,,
,,,"80.47","589.6569","13.40193","80.47","158.7391","13.40193","80.47","555.9921","13.40198","80.47","118.494","13.40197",,,,,,,,,
,,,"80.48","586.7481","13.40361","80.48","158.0238","13.40359","80.48","555.1338","13.40364","80.48","117.2066","13.40365",,,,,,,,,
,,,"80.49","588.1786","13.40529","80.49","159.5974","13.40528","80.49","554.8","13.40527","80.49","118.6371","13.40529",,,,,,,,,
,,,"80.5","589.1323","13.40695","80.5","162.5061","13.40698","80.5","557.1365","13.40693","80.5","119.5431","13.40694",,,,,,,,,
,,,"80.51","590.5628","13.40859","80.51","159.0252","13.40865","80.51","557.3749","13.40859","80.51","119.1616","13.4086",,,,,,,,,
,,,"80.52","589.4661","13.41025","80.52","160.0742","13.4103","80.52","556.2782","13.41029","80.52","120.1153","13.41029",,,,,,,,,
,,,"80.53","588.8939","13.41192","80.53","160.9802","13.41195","80.53","557.8518","13.41196","80.53","119.9245","13.41198",,,,,,,,,
,,,"80.54","588.8462","13.41362","80.54","160.4557","13.41359","80.54","557.0411","13.41362","80.54","119.7815","13.41366",,,,,,,,,
,,,"80.55","589.6091","13.4153","80.55","159.8358","13.41526","80.55","559.3777","13.41527","80.55","119.3047","13.41531",,,,,,,,,
,,,"80.56","588.3694","13.41697","80.56","158.6437","13.41695","80.56","556.3736","13.41692","80.56","122.2134","13.41695",,,,,,,,,
,,,"80.57","588.1786","13.4186","80.57","160.1696","13.41862","80.57","557.6134","13.41859","80.57","121.9273","13.4186",,,,,,,,,
,,,"80.58","588.7509","13.42025","80.58","158.7391","13.42029","80.58","558.3286","13.42029","80.58","121.9273","13.42027",,,,,,,,,
,,,"80.59","589.5615","13.42192","80.59","161.314","13.42194","80.59","558.5193","13.42198","80.59","121.5935","13.42196",,,,,,,,,
,,,"80.6","588.3694","13.42359","80.6","158.8821","13.42358","80.6","556.2782","13.42365","80.6","122.2134","13.42364",,,,,,,,,
,,,"80.61","586.8435","13.42528","80.61","160.0742","13.42526","80.61","557.0411","13.42529","80.61","123.5485","13.42529",,,,,,,,,
,,,"80.62","588.9416","13.42695","80.62","160.8849","13.42696","80.62","556.612","13.42694","80.62","121.5458","13.42694",,,,,,,,,
,,,"80.63","589.4661","13.42859","80.63","162.077","13.42864","80.63","558.3763","13.42859","80.63","120.8305","13.42859",,,,,,,,,
,,,"80.64","589.0846","13.43024","80.64","161.171","13.43031","80.64","555.1338","13.43028","80.64","121.1166","13.43026",,,,,,,,,
,,,"80.65","588.274","13.43191","80.65","158.0715","13.43195","80.65","553.6556","13.43197","80.65","120.2583","13.43197",,,,,,,,,
,,,"80.66","589.2277","13.43359","80.66","158.0715","13.43359","80.66","553.2742","13.43364","80.66","119.9245","13.43365",,,,,,,,,
,,,"80.67","591.7072","13.43529","80.67","160.1219","13.43526","80.67","553.0358","13.43529","80.67","120.2583","13.43531",,,,,,,,,
,,,"80.68","589.0846","13.43696","80.68","157.7854","13.43695","80.68","553.5126","13.43693","80.68","120.7352","13.43696",,,,,,,,,
,,,"80.69","591.3257","13.43861","80.69","158.9775","13.43862","80.69","554.1324","13.43859","80.69","122.8333","13.4386",,,,,,,,,
,,,"80.7","591.8503","13.44026","80.7","159.6451","13.44029","80.7","555.3246","13.44028","80.7","121.9749","13.44027",,,,,,,,,
,,,"80.71","590.5151","13.44192","80.71","159.8835","13.44195","80.71","555.563","13.44197","80.71","124.1207","13.44195",,,,,,,,,
,,,"80.72","590.1337","13.44359","80.72","160.5034","13.44359","80.72","557.3273","13.44365","80.72","122.4041","13.44363",,,,,,,,,
,,,"80.73","588.7509","13.44528","80.73","161.2663","13.44525","80.73","556.7074","13.4453","80.73","120.8782","13.44531",,,,,,,,,
,,,"80.74","589.1323","13.44695","80.74","160.7895","13.44694","80.74","556.9935","13.44695","80.74","122.3087","13.44696",,,,,,,,,
,,,"80.75","590.5628","13.44861","80.75","160.7895","13.44864","80.75","558.2333","13.44859","80.75","123.6439","13.4486",,,,,,,,,
,,,"80.76","591.3734","13.45025","80.76","160.9325","13.45031","80.76","557.2796","13.45026","80.76","123.024","13.45026",,,,,,,,,
,,,"80.77","590.2767","13.45191","80.77","161.2186","13.45197","80.77","557.6134","13.45195","80.77","121.4981","13.45195",,,,,,,,,
,,,"80.78","590.3721","13.45358","80.78","161.2186","13.4536","80.78","554.9431","13.45362","80.78","121.6412","13.45365",,,,,,,,,
,,,"80.79","591.1827","13.45528","80.79","160.3603","13.45526","80.79","556.469","13.45529","80.79","124.5499","13.45532",,,,,,,,,
,,,"80.8","590.6105","13.45697","80.8","158.5484","13.45694","80.8","555.9445","13.45694","80.8","125.8373","13.45698",,,,,,,,,
,,,"80.81","591.7072","13.45864","80.81","158.596","13.45862","80.81","554.3708","13.45858","80.81","123.5485","13.45861",,,,,,,,,
,,,"80.82","591.8503","13.46027","80.82","159.502","13.46029","80.82","554.657","13.46026","80.82","125.1698","13.46027",,,,,,,,,
,,,"80.83","591.0397","13.46192","80.83","159.6928","13.46196","80.83","553.2742","13.46196","80.83","124.836","13.46195",,,,,,,,,
,,,"80.84","590.229","13.46358","80.84","162.1723","13.46359","80.84","551.2714","13.46364","80.84","123.7392","13.46364",,,,,,,,,
,,,"80.85","590.229","13.46527","80.85","160.8372","13.46525","80.85","554.0848","13.4653","80.85","124.2638","13.46531",,,,,,,,,
,,,"80.86","589.9429","13.46695","80.86","159.3113","13.46693","80.86","555.6107","13.46696","80.86","122.7379","13.46697",,,,,,,,,
,,,"80.87","586.2236","13.46861","80.87","156.4026","13.46863","80.87","555.4676","13.46859","80.87","123.8823","13.46861",,,,,,,,,
,,,"80.88","588.3217","13.47027","80.88","157.7377","13.47031","80.88","555.5153","13.47026","80.88","125.742","13.47027",,,,,,,,,
,,,"80.89","590.086","13.47192","80.89","158.596","13.47198","80.89","557.3273","13.47195","80.89","123.5485","13.47195",,,,,,,,,
,,,"80.9","592.4225","13.47358","80.9","157.8808","13.47361","80.9","557.0889","13.47363","80.9","123.5008","13.47365",,,,,,,,,
,,,"80.91","592.9947","13.47527","80.91","158.6437","13.47526","80.91","555.8491","13.47529","80.91","123.167","13.47532",,,,,,,,,
,,,"80.92","592.8516","13.47697","80.92","159.7881","13.47693","80.92","555.9921","13.47695","80.92","122.7379","13.47699",,,,,,,,,
,,,"80.93","594.7113","13.47863","80.93","159.6451","13.4786","80.93","555.3723","13.47859","80.93","124.5975","13.47863",,,,,,,,,
,,,"80.94","593.8053","13.48029","80.94","159.0729","13.48029","80.94","554.8","13.48025","80.94","125.6943","13.48028",,,,,,,,,
,,,"80.95","589.2277","13.48193","80.95","157.1178","13.48196","80.95","554.3232","13.48195","80.95","123.93","13.48194",,,,,,,,,
,,,"80.96","589.3707","13.48358","80.96","159.0252","13.4836","80.96","556.1829","13.48363","80.96","122.2134","13.48361",,,,,,,,,
,,,"80.97","591.4688","13.48525","80.97","159.7404","13.48525","80.97","555.7061","13.48531","80.97","126.5526","13.4853",,,,,,,,,
,,,"80.98","592.7563","13.48694","80.98","160.0266","13.48692","80.98","555.9445","13.48697","80.98","127.0771","13.48697",,,,,,,,,
,,,"80.99","591.8026","13.48861","80.99","160.265","13.4886","80.99","556.4213","13.48861","80.99","125.4082","13.48862",,,,,,,,,
,,,"81","589.4184","13.49028","81","160.408","13.4903","81","555.6583","13.49026","81","123.5962","13.49027",,,,,,,,,
,,,"81.01","591.0397","13.49192","81.01","160.0742","13.49198","81.01","554.9431","13.49194","81.01","123.6916","13.49193",,,,,,,,,
,,,"81.02","593.2808","13.49357","81.02","159.7881","13.49362","81.02","554.9908","13.49362","81.02","125.9804","13.49361",,,,,,,,,
,,,"81.03","593.9007","13.49525","81.03","160.5034","13.49527","81.03","556.1352","13.4953","81.03","126.6956","13.49531",,,,,,,,,
,,,"81.04","593.9007","13.49695","81.04","160.3603","13.49693","81.04","555.8491","13.49697","81.04","123.8346","13.49699",,,,,,,,,
,,,"81.05","592.3748","13.49862","81.05","160.5034","13.4986","81.05","553.8464","13.49861","81.05","122.6902","13.49865",,,,,,,,,
,,,"81.06","593.4238","13.5003","81.06","162.3631","13.50029","81.06","553.6079","13.50026","81.06","125.0267","13.50028",,,,,,,,,
,,,"81.07","592.7086","13.50194","81.07","160.9325","13.50196","81.07","552.6543","13.50194","81.07","127.4586","13.50194",,,,,,,,,
,,,"81.08","593.0424","13.50358","81.08","158.2146","13.50362","81.08","553.9894","13.50364","81.08","125.5035","13.50361",,,,,,,,,
,,,"81.09","592.6609","13.50525","81.09","159.1682","13.50527","81.09","556.3736","13.50531","81.09","123.3578","13.5053",,,,,,,,,
,,,"81.1","594.9974","13.50694","81.1","158.1669","13.50692","81.1","556.2305","13.50698","81.1","126.7433","13.50698",,,,,,,,,
,,,"81.11","594.3298","13.50861","81.11","156.2119","13.50859","81.11","557.8995","13.50864","81.11","127.697","13.50864",,,,,,,,,
,,,"81.12","593.6146","13.51028","81.12","156.9748","13.51028","81.12","556.0875","13.51027","81.12","124.9313","13.51028",,,,,,,,,
,,,"81.13","592.1841","13.51193","81.13","156.8317","13.51197","81.13","557.9949","13.51193","81.13","123.8823","13.51193",,,,,,,,,
,,,"81.14","590.6105","13.51357","81.14","156.498","13.51365","81.14","558.8055","13.51361","81.14","124.7883","13.5136",,,,,,,,,
,,,"81.15","593.3762","13.51524","81.15","157.7377","13.51528","81.15","557.7564","13.51529","81.15","125.4082","13.5153",,,,,,,,,
,,,"81.16","591.4211","13.51693","81.16","158.7868","13.51693","81.16","554.657","13.51696","81.16","127.0771","13.51699",,,,,,,,,
,,,"81.17","590.6105","13.51863","81.17","159.6451","13.51859","81.17","554.8477","13.51861","81.17","124.4068","13.51866",,,,,,,,,
,,,"81.18","594.4729","13.5203","81.18","158.3099","13.52028","81.18","556.7074","13.52026","81.18","124.2161","13.52029",,,,,,,,,
,,,"81.19","593.8053","13.52195","81.19","158.3576","13.52196","81.19","555.2292","13.52192","81.19","126.5526","13.52194",,,,,,,,,
,,,"81.2","593.2331","13.52359","81.2","157.8808","13.52363","81.2","553.9417","13.5236","81.2","124.0253","13.5236",,,,,,,,,
,,,"81.21","593.6146","13.52525","81.21","157.4516","13.52528","81.21","554.0848","13.5253","81.21","126.0281","13.52528",,,,,,,,,
,,,"81.22","592.7563","13.52693","81.22","158.9298","13.52693","81.22","555.4676","13.52698","81.22","129.0321","13.52697",,,,,,,,,
,,,"81.23","594.6636","13.52861","81.23","159.502","13.52859","81.23","557.8995","13.52864","81.23","128.4122","13.52864",,,,,,,,,
,,,"81.24","594.3298","13.53029","81.24","158.6914","13.53028","81.24","558.5193","13.53028","81.24","127.1725","13.53029",,,,,,,,,
,,,"81.25","595.2358","13.53195","81.25","159.1206","13.53198","81.25","555.6583","13.53193","81.25","127.0771","13.53194",,,,,,,,,
,,,"81.26","595.5219","13.53359","81.26","156.3549","13.53365","81.26","555.3246","13.53361","81.26","127.8877","13.5336",,,,,,,,,
,,,"81.27","593.2808","13.53525","81.27","157.3563","13.5353","81.27","551.939","13.5353","81.27","128.1738","13.53529",,,,,,,,,
,,,"81.28","593.4238","13.53693","81.28","159.7881","13.53694","81.28","552.988","13.53697","81.28","128.603","13.53698",,,,,,,,,
,,,"81.29","592.8993","13.53862","81.29","160.408","13.53859","81.29","557.7087","13.53864","81.29","128.8891","13.53866",,,,,,,,,
,,,"81.3","595.7126","13.5403","81.3","160.1219","13.54026","81.3","557.7564","13.54027","81.3","129.5567","13.54031",,,,,,,,,
,,,"81.31","594.5682","13.54197","81.31","159.0252","13.54195","81.31","557.0889","13.54193","81.31","127.1725","13.54195",,,,,,,,,
,,,"81.32","593.1854","13.5436","81.32","158.7868","13.54362","81.32","557.2319","13.54359","81.32","128.5553","13.54359",,,,,,,,,
,,,"81.33","593.4716","13.54525","81.33","159.7404","13.54529","81.33","556.6597","13.54529","81.33","129.2229","13.54527",,,,,,,,,
,,,"81.34","593.6146","13.54692","81.34","158.7391","13.54694","81.34","556.3736","13.54698","81.34","129.4136","13.54696",,,,,,,,,
,,,"81.35","594.4729","13.5486","81.35","157.6424","13.54858","81.35","558.9008","13.54865","81.35","128.2215","13.54864",,,,,,,,,
,,,"81.36","595.808","13.55028","81.36","158.596","13.55026","81.36","557.2796","13.55029","81.36","125.885","13.55029",,,,,,,,,
,,,"81.37","593.0424","13.55195","81.37","160.7895","13.55196","81.37","555.563","13.55194","81.37","127.1248","13.55194",,,,,,,,,
,,,"81.38","592.9947","13.55359","81.38","158.8345","13.55365","81.38","554.5139","13.55359","81.38","129.2706","13.55359",,,,,,,,,
,,,"81.39","592.7563","13.55524","81.39","157.4039","13.55531","81.39","556.0875","13.55528","81.39","129.5567","13.55527",,,,,,,,,
,,,"81.4","591.7072","13.55691","81.4","157.0702","13.55695","81.4","557.0889","13.55696","81.4","128.6983","13.55696",,,,,,,,,
,,,"81.41","593.4716","13.5586","81.41","157.2609","13.55859","81.41","556.9935","13.55864","81.41","130.5103","13.55865",,,,,,,,,
,,,"81.42","594.1391","13.56029","81.42","158.1669","13.56026","81.42","556.0875","13.56028","81.42","132.6561","13.56031",,,,,,,,,
,,,"81.43","596.0464","13.56197","81.43","158.7391","13.56195","81.43","556.2305","13.56193","81.43","131.7501","13.56196",,,,,,,,,
